geom_str|countyname|total2011
MULTIPOLYGON(((167200.9996 75288.7503999989,167115.6882 75059.9570000001,167199.9999 74741.4785999997,167317.3211 74594.1427999989,167359.0738 74666.4657000005,167497.886199999 74649.1784000002,167740.4969 74530.9294000007,167806.1431 74397.9065000005,167893.3384 74407.1236000008,167887.7005 74347.7237999992,168062.1046 74306.2336999995,168202.9716 74302.092800001,168212.9152 74304.019099999,168463.1372 74336.3822000012,168463.3022 74386.9254000002,168683.9789 74392.4813999997,168695.4044 74355.7273999994,168735.4738 74368.7983999994,168787.5687 74286.5710000008,168799.999699999 74273.032600001,169014.4573 74124.5984000005,169084.340699999 74084.3101999994,169177.7073 74038.6435999995,169212.1586 74006.2026000007,169279.1308 74005.2456999999,169314.6825 73923.2737999995,169316.0798 73915.3600999992,169309.8416 73865.2580999996,169376.371 73751.6195000004,169600.0003 73766.6465000005,169731.618099999 73814.1926999999,169851.8646 73890.7047000003,170021.2029 73955.140799999,170284.9616 73956.4057000002,170393.7457 73945.5995000001,170523.2373 73875.2234999997,170647.5455 73913.8574000006,170724.316 73811.4623000005,170740.7154 73827.1508000008,170849.941 73620.5568999996,170874.8397 73408.0085000004,170940.8627 73406.3158999996,171097.5258 73404.0513999995,171129.4875 73272.2804000006,171146.2248 73174.1721000002,171145.4261 73121.9677000008,171148.9347 72986.4570999997,171173.1426 72808.8473000007,171376.876 72833.7831999992,171603.289 72852.9443999989,171630.6416 72492.251499999,172073.368 72579.0330999995,172760.2335 72651.8685999988,172859.8401 72298.8277000005,172917.826 72093.3076000009,172982.1358 71865.3738,173091.8934 71476.3524999994,173166.9172 71210.4395,173234.7413 70970.0436000003,173222.7161 70897.0885999997,173128.1263 70464.2414999992,173098.0401 70243.8151999983,173095.5679 70183.3461000006,173087.7088 69956.025,173027.6893 69877.0744999996,172818.7724 69784.1414000006,172744.4457 69794.1904000004,172739.0396 69764.8818999991,172733.1393 69799.7796000003,172514.4059 69926.5446000002,172400.6804 69907.3343000008,172279.1069 70044.0161000003,172168.1075 70089.5739999993,172077.0582 70088.6446000004,171893.4007 69971.8353000007,171910.5205 69873.8752999991,171941.1869 69881.4691,171917.53 69842.6246000013,171695.3372 69821.1136000013,171691.0446 69844.9393,171643.4173 69813.7087999991,171457.2163 69866.7585999999,171393.2309 69979.4727999999,171159.2095 70004.4111000005,171150.8401 70090.5050000004,171107.7681 70148.2014000004,170906.1705 70183.1976999996,170854.5841 70245.045600001,170705.3291 70244.6719,170739.8134 70169.0935999994,170633.0551 70209.2118999991,170589.1113 70170.7199000004,170434.0382 70167.0999999995,170375.0358 70141.6312000006,170361.0501 70054.7580999992,170242.4869 70109.6587000004,170218.3324 70172.2370999995,170083.1845 70131.1809000002,170077.4831 70081.9500999991,170039.5265 70088.0987,170012.4618 69981.0679000002,170051.5482 69908.1412999993,170089.9236 69910.7460999993,170105.0452 69971.8421000004,170143.5403 69988.3237999992,170134.8365 70036.1330999993,170171.3611 70007.5373999998,170193.8227 70039.9382000001,170170.3671 70059.6171000003,170190.6422 70087.4461000004,170226.0244 70052.4613000012,170271.3453 70060.4125999995,170260.8102 70024.6326000003,170304.1434 70039.938599999,170242.0752 69983.2719999991,170217.9504 70024.5844000001,170189.5895 70013.0296999996,170195.3683 69950.1305999992,170131.114 69849.760500001,170150.5957 69831.6326999996,170106.3549 69818.4938999993,170112.9012 69795.8335999996,170179.0353 69824.9986000006,170164.4758 69735.5150000007,170090.7127 69746.7667999992,169945.8845 69618.4340999995,169942.7288 69614.9652999992,169817.0076 69489.3102999996,169709.1179 69448.3674999993,169644.2073 69407.4507999994,169552.0661 69440.2422999994,169470.76 69371.9878000002,169404.4679 69378.9820000005,169376.501899999 69323.6147999994,169268.5413 69282.2349999992,169111.1599 69209.1808999998,168961.897199999 69198.8825000004,168678.0345 69387.1668999987,168663.7431 69391.8159999991,168326.6278 69555.4986000005,167972.7914 69468.4493000003,167823.682 69432.8139999987,167710.2461 69401.8888000007,167419.1268 69340.9453999994,167276.735 69256.3523999987,166973.0026 69169.2985999999,166651.79 69275.5163999997,166650.9238 69284.225299999,166254.5983 69243.3658999999,166250.0963 69271.1610000007,166182.569 69275.310699999,165919.1425 69230.7770000005,165942.5133 69274.7546999987,165817.585 69251.3491999991,165638.0833 69302.2134000005,165563.254 69367.8397999994,165555.0439 69468.5018000006,165628.243099999 69568.6190000015,165371.8352 69488.4395999993,165247.3189 69499.9666000007,165222.3704 69488.8414999989,165009.1003 69394.1873000005,164899.628499999 69388.8873999982,164865.5906 69389.4780999995,164737.808899999 69373.9816999995,164727.2624 69375.3125000001,164592.795 69375.4200999993,164431.4298 69429.8713999999,164267.1993 69373.942,164172.0525 69290.5909999999,163983.5499 69224.7188999999,163610.2166 69055.5824999991,163593.2949 69085.6170999998,163257.8907 68877.2991999991,162971.0562 68850.4442999994,162881.4077 68764.3021000005,162852.8859 68983.5300999983,162883.934 69106.3011000006,162842.8711 69165.4141999997,162832.7878 69213.2122000005,162739.359 69890.6966999986,162811.4921 69933.918199999,162929.1136 69861.6591999992,163007.8994 69894.3624000002,163127.1569 69872.483899999,163238.6634 69902.9088999994,163249.7125 69968.5713,163076.7218 70020.8222000004,163017.527099999 70084.7009999993,163029.4676 70105.4605999994,162964.141699999 70132.2292,162986.7794 70163.5471999993,162926.6056 70178.9253000001,162957.102 70203.586799999,162908.7397 70209.8119999999,162797.6646 70404.8843999999,162789.988699999 70816.4985,162808.4151 70956.9823999995,162860.7199 71027.1998999992,162882.091199999 71061.8863999981,162824.673 71139.2693000005,162985.7868 71572.9729999991,163494.176199999 71503.3253000002,163509.5882 71596.7259999993,163922.2448 71527.7693000004,164179.982099999 71568.1541000001,164412.394 71457.8795999991,164558.0155 71408.524399999,164556.7664 71585.0110999994,164457.664099999 71830.4494999994,164418.3816 71872.5125999982,164477.9552 71885.2376000002,164421.2965 72131.8254,164434.3927 72187.4471000002,164452.363199999 72295.4719999987,164398.6097 72456.4253999998,164228.322599999 72483.9467999987,164228.61 72688.4065999997,164525.4055 72803.3277999995,164779.8428 72950.4969999991,165160.7235 73087.9503000011,165393.8916 73131.8902000005,165468.797 73165.7795000001,165394.9681 73255.9429999992,165725.3778 73314.0368999999,165689.971 73413.4464999992,165866.9033 73462.5558999996,165834.29 73613.1797999994,166092.4896 73638.1130999991,166164.2618 73633.4613999999,166142.2986 73805.1258999999,166233.3708 73830.7598000005,166165.464599999 73961.115099999,166117.5773 74047.6422000004,166037.9315 74166.0615999989,165882.6578 74270.3855,165711.254 74291.5278999992,165696.0213 74459.6776999994,165916.0844 74637.3222999996,166134.3354 74709.6828999995,166281.0937 74643.2299000011,166280.1721 74780.9690000006,166352.7462 74860.0195999996,166334.0082 74881.2141999988,166388.8525 74974.8278999997,166703.414699999 75134.0877999995,166858.8997 75115.0231999996,166980.6333 75152.9469000006,167200.9996 75288.7503999989)))|Cork City|119230
